name,state_code,state_name,county,lat,lon,population,feature_type
Daniel,UT,Utah,,40.47079,-111.41463,,Populated Place
Davis County,UT,Utah,,40.99061,-112.11124,,Populated Place
Delta,UT,Utah,Millard,39.375534,-112.531892,,Populated Place
Deweyville,UT,Utah,Box Elder,41.697226,-112.094717,,Populated Place
Draper,UT,Utah,Salt Lake,40.504599,-111.88096,,Populated Place
Duchesne,UT,Utah,Duchesne,39.95398,-110.618094,,Populated Place
Duchesne County,UT,Utah,,40.29751,-110.42476,,Populated Place
Duck Creek Village,UT,Utah,Kane,37.523611,-112.662222,,Populated Place
Dugway,UT,Utah,Tooele,40.526892,-112.872905,,Populated Place
Dutch John,UT,Utah,Daggett,40.932244,-109.354255,,Populated Place
Eagle Mountain,UT,Utah,Utah,40.3472,-111.9888,,Populated Place
East Carbon,UT,Utah,Carbon,39.546088,-110.411308,,Populated Place
East Carbon City,UT,Utah,,39.54774,-110.41488,,Populated Place
East Millcreek,UT,Utah,,40.69995,-111.81049,,Populated Place
Echo,UT,Utah,Summit,40.977778,-111.4425,,Populated Place
Eden,UT,Utah,Weber,41.330279,-111.855765,,Populated Place
Elberta,UT,Utah,Utah,39.952778,-111.955556,,Populated Place
Elk Ridge,UT,Utah,,40.01134,-111.67687,,Populated Place
Elmo,UT,Utah,Emery,39.389722,-110.814444,,Populated Place
Elsinore,UT,Utah,Sevier,38.682778,-112.1475,,Populated Place
Elwood,UT,Utah,,41.69048,-112.14106,,Populated Place
Emery,UT,Utah,Emery,38.923056,-111.248056,,Populated Place
Emery County,UT,Utah,,38.99677,-110.70067,,Populated Place
Enoch,UT,Utah,,37.77331,-113.02439,,Populated Place
Enterprise,UT,Utah,Washington,37.573611,-113.718333,,Populated Place
Ephraim,UT,Utah,Sanpete,39.359983,-111.582301,,Populated Place
Erda,UT,Utah,,40.61272,-112.30439,,Populated Place
Escalante,UT,Utah,Garfield,37.769839,-111.603695,,Populated Place
Eureka,UT,Utah,Juab,39.954094,-112.117448,,Populated Place
Fairview,UT,Utah,Sanpete,39.645318,-111.495287,,Populated Place
Farmington,UT,Utah,Davis,40.988913,-111.893785,,Populated Place
Farr West,UT,Utah,,41.29717,-112.02772,,Populated Place
Fayette,UT,Utah,Sanpete,39.231533,-111.849712,,Populated Place
Ferron,UT,Utah,Emery,39.069196,-111.146698,,Populated Place
Fielding,UT,Utah,Box Elder,41.811817,-112.118978,,Populated Place
Fillmore,UT,Utah,Millard,38.980539,-112.331321,,Populated Place
Fort Duchesne,UT,Utah,Uintah,40.301411,-109.863726,,Populated Place
Fountain Green,UT,Utah,Sanpete,39.63,-111.634444,,Populated Place
Francis,UT,Utah,,40.61051,-111.28074,,Populated Place
Fruit Heights,UT,Utah,,41.03217,-111.90216,,Populated Place
Fruitland,UT,Utah,Duchesne,40.212778,-110.838889,,Populated Place
Garden City,UT,Utah,Rich,41.93764,-111.407033,,Populated Place
Garfield County,UT,Utah,,37.85492,-111.44313,,Populated Place
Garland,UT,Utah,Box Elder,41.741319,-112.151635,,Populated Place
Garrison,UT,Utah,Millard,39.074382,-113.894858,,Populated Place
Genola,UT,Utah,,39.99634,-111.84327,,Populated Place
Glendale,UT,Utah,Kane,37.321897,-112.603491,,Populated Place
Glenwood,UT,Utah,Sevier,38.763333,-111.989444,,Populated Place
Goshen,UT,Utah,Utah,39.953056,-111.9,,Populated Place
Grand County,UT,Utah,,38.98174,-109.56971,,Populated Place
Granite,UT,Utah,,40.573,-111.80604,,Populated Place
Grantsville,UT,Utah,Tooele,40.60054,-112.461766,,Populated Place
Green River,UT,Utah,Emery,39.000243,-110.159817,,Populated Place
Greenville,UT,Utah,Beaver,38.263582,-112.708404,,Populated Place
Greenwich,UT,Utah,Piute,38.431111,-111.922222,,Populated Place
Grouse Creek,UT,Utah,Box Elder,41.629727,-113.854043,,Populated Place
Gunlock,UT,Utah,Washington,37.286111,-113.7625,,Populated Place
Gunnison,UT,Utah,Sanpete,39.154464,-111.816701,,Populated Place
Hanksville,UT,Utah,Wayne,38.252051,-110.813744,,Populated Place
Hanna,UT,Utah,Duchesne,40.450135,-110.809748,,Populated Place
Harrisville,UT,Utah,,41.28133,-111.98828,,Populated Place
Hatch,UT,Utah,Garfield,37.649722,-112.433611,,Populated Place
Heber City,UT,Utah,Wasatch,40.494703,-111.405088,,Populated Place
Helper,UT,Utah,Carbon,39.673684,-110.856,,Populated Place
Henefer,UT,Utah,Summit,41.016667,-111.4975,,Populated Place
Henrieville,UT,Utah,Garfield,37.562778,-111.993611,,Populated Place
Herriman,UT,Utah,Salt Lake,40.5032,-112.034,,Populated Place
Highland,UT,Utah,,40.42548,-111.79447,,Populated Place
Hildale,UT,Utah,Washington,37.003611,-112.966111,,Populated Place
Hill Afb,UT,Utah,Davis,41.116962,-111.995565,,Populated Place
Hill Air Force Base,UT,Utah,,41.11118,-111.97712,,Populated Place
Hinckley,UT,Utah,Millard,39.330842,-112.671577,,Populated Place
Holden,UT,Utah,Millard,39.098889,-112.27,,Populated Place
Holladay,UT,Utah,,40.66884,-111.82466,,Populated Place
Honeyville,UT,Utah,Box Elder,41.623754,-112.097425,,Populated Place
Hooper,UT,Utah,Weber,41.18267,-112.090371,,Populated Place
Howell,UT,Utah,Box Elder,41.796111,-112.443611,,Populated Place
Huntington,UT,Utah,Emery,39.29202,-110.974094,,Populated Place
Huntsville,UT,Utah,Weber,41.272139,-111.761821,,Populated Place
Hurricane,UT,Utah,Washington,37.169098,-113.224706,,Populated Place
Hyde Park,UT,Utah,Cache,41.798889,-111.818333,,Populated Place
Hyrum,UT,Utah,Cache,41.631096,-111.849,,Populated Place
Ibapah,UT,Utah,Tooele,40.036667,-113.984444,,Populated Place
Iron County,UT,Utah,,37.85917,-113.28927,,Populated Place
Ivins,UT,Utah,Washington,37.168611,-113.678611,,Populated Place
Jensen,UT,Utah,Uintah,40.378715,-109.350982,,Populated Place
Joseph,UT,Utah,Sevier,38.622092,-112.225119,,Populated Place
Juab County,UT,Utah,,39.70262,-112.78477,,Populated Place
Junction,UT,Utah,Piute,38.2375,-112.219167,,Populated Place
Kamas,UT,Utah,Summit,40.641432,-111.261877,,Populated Place
Kanab,UT,Utah,Kane,37.072085,-112.345374,,Populated Place
Kanarraville,UT,Utah,Iron,37.538889,-113.183333,,Populated Place
Kane County,UT,Utah,,37.28507,-111.88785,,Populated Place
Kanosh,UT,Utah,Millard,38.801389,-112.436667,,Populated Place
Kaysville,UT,Utah,Davis,41.037527,-111.932607,,Populated Place
Kearns,UT,Utah,,40.65995,-111.99633,,Populated Place
Kenilworth,UT,Utah,Carbon,39.688333,-110.805,,Populated Place
Kingston,UT,Utah,Piute,38.215772,-112.204864,,Populated Place
Koosharem,UT,Utah,Sevier,38.510278,-111.880556,,Populated Place
La Sal,UT,Utah,San Juan,38.312222,-109.2475,,Populated Place
La Verkin,UT,Utah,Washington,37.201111,-113.268889,,Populated Place
LaVerkin,UT,Utah,,37.20109,-113.26967,,Populated Place
Lake Powell,UT,Utah,San Juan,37.459898,-110.506917,,Populated Place
Laketown,UT,Utah,Rich,41.81068,-111.268853,,Populated Place
Lapoint,UT,Utah,Uintah,40.400285,-109.804102,,Populated Place
Layton,UT,Utah,Davis,41.084576,-111.927365,,Populated Place
Leamington,UT,Utah,Millard,39.534722,-112.282778,,Populated Place
Leeds,UT,Utah,Washington,37.238611,-113.358333,,Populated Place
Lehi,UT,Utah,Utah,40.395845,-111.850606,,Populated Place
Levan,UT,Utah,Juab,39.558611,-111.861111,,Populated Place
Lewiston,UT,Utah,Cache,41.970087,-111.876814,,Populated Place
Liberty,UT,Utah,,41.33355,-111.86355,,Populated Place
Lindon,UT,Utah,Utah,40.34119,-111.714358,,Populated Place
Little Cottonwood Creek Valley,UT,Utah,,40.60439,-111.82938,,Populated Place
Loa,UT,Utah,Wayne,38.417266,-111.629233,,Populated Place
Logan,UT,Utah,Cache,41.747025,-111.822613,,Populated Place
Lyman,UT,Utah,Wayne,38.396944,-111.588889,,Populated Place
Lynndyl,UT,Utah,Millard,39.519167,-112.375,,Populated Place
Maeser,UT,Utah,,40.47718,-109.58681,,Populated Place
Magna,UT,Utah,Salt Lake,40.700879,-112.080867,,Populated Place
Manila,UT,Utah,Daggett,40.968494,-109.723503,,Populated Place
Manti,UT,Utah,Sanpete,39.235389,-111.651372,,Populated Place
Mantua,UT,Utah,Box Elder,41.497496,-111.941646,,Populated Place
Mapleton,UT,Utah,Utah,40.133711,-111.580122,,Populated Place
Marriott-Slaterville,UT,Utah,,41.25161,-112.0255,,Populated Place
Marysvale,UT,Utah,Piute,38.444924,-112.251848,,Populated Place
Mayfield,UT,Utah,Sanpete,39.114167,-111.71,,Populated Place
Meadow,UT,Utah,Millard,38.885833,-112.409722,,Populated Place
Mendon,UT,Utah,Cache,41.709989,-111.981692,,Populated Place
Mexican Hat,UT,Utah,San Juan,37.118429,-109.991865,,Populated Place
Midvale,UT,Utah,Salt Lake,40.615178,-111.885066,,Populated Place
Midway,UT,Utah,Wasatch,40.50934,-111.477575,,Populated Place
Milford,UT,Utah,Beaver,38.331071,-112.993377,,Populated Place
Millard County,UT,Utah,,39.07381,-113.10046,,Populated Place
Millcreek,UT,Utah,,40.68689,-111.87549,,Populated Place
Millville,UT,Utah,Cache,41.681667,-111.822222,,Populated Place
Minersville,UT,Utah,Beaver,38.214167,-112.922778,,Populated Place
Moab,UT,Utah,Grand,38.567674,-109.527087,,Populated Place
Modena,UT,Utah,Iron,37.799452,-113.919282,,Populated Place
Mona,UT,Utah,Juab,39.838165,-111.848001,,Populated Place
Monroe,UT,Utah,Sevier,38.645305,-112.132434,,Populated Place
Montezuma Creek,UT,Utah,San Juan,37.272778,-109.337222,,Populated Place
Monticello,UT,Utah,San Juan,37.921709,-109.315289,,Populated Place
Monument Valley,UT,Utah,San Juan,37.061425,-110.427335,,Populated Place
Morgan,UT,Utah,Morgan,41.067832,-111.716339,,Populated Place
Morgan County,UT,Utah,,41.08932,-111.57312,,Populated Place
Moroni,UT,Utah,Sanpete,39.525,-111.589722,,Populated Place
Mount Carmel,UT,Utah,Kane,37.237821,-112.670034,,Populated Place
Mount Olympus,UT,Utah,,40.6855,-111.78854,,Populated Place
Mount Pleasant,UT,Utah,Sanpete,39.523227,-111.503854,,Populated Place
Mountain Green,UT,Utah,,41.143,-111.7916,,Populated Place
Mountain Home,UT,Utah,Duchesne,40.191999,-110.767018,,Populated Place
Murray,UT,Utah,,40.66689,-111.88799,,Populated Place
Myton,UT,Utah,Duchesne,40.194049,-110.048056,,Populated Place
Naples,UT,Utah,,40.42691,-109.4993,,Populated Place
Neola,UT,Utah,Duchesne,40.449149,-110.037221,,Populated Place
Nephi,UT,Utah,Juab,39.692275,-111.8359,,Populated Place
New Harmony,UT,Utah,Washington,37.479444,-113.308889,,Populated Place
Newcastle,UT,Utah,Iron,37.736049,-113.661479,,Populated Place
Newton,UT,Utah,Cache,41.862778,-111.99,,Populated Place
Nibley,UT,Utah,,41.67438,-111.833,,Populated Place
North Logan,UT,Utah,,41.76937,-111.80467,,Populated Place
North Ogden,UT,Utah,,41.30716,-111.96022,,Populated Place
North Salt Lake,UT,Utah,Davis,40.844064,-111.904116,,Populated Place
Oak City,UT,Utah,Millard,39.375,-112.334722,,Populated Place
Oakley,UT,Utah,Summit,40.714722,-111.3,,Populated Place
Ogden,UT,Utah,Weber,41.2443,-112.0072,,Populated Place
Oquirrh,UT,Utah,,40.6305,-112.03383,,Populated Place
Orangeville,UT,Utah,Emery,39.227222,-111.052778,,Populated Place
Orderville,UT,Utah,Kane,37.274419,-112.642045,,Populated Place
Orem,UT,Utah,Utah,40.313407,-111.695293,,Populated Place
Panguitch,UT,Utah,Garfield,37.80777,-112.436886,,Populated Place
Paradise,UT,Utah,Cache,41.560009,-111.829665,,Populated Place
Paragonah,UT,Utah,Iron,37.89172,-112.773972,,Populated Place
Park City,UT,Utah,Summit,40.695724,-111.528021,,Populated Place
Park Valley,UT,Utah,Box Elder,41.855125,-113.34776,,Populated Place
Parowan,UT,Utah,Iron,37.844861,-112.832251,,Populated Place
Payson,UT,Utah,Utah,40.044866,-111.732138,,Populated Place
Peoa,UT,Utah,Summit,40.720937,-111.302467,,Populated Place
Perry,UT,Utah,,41.46494,-112.03245,,Populated Place
Pine Valley,UT,Utah,Washington,37.389772,-113.517708,,Populated Place
Piute County,UT,Utah,,38.33645,-112.12695,,Populated Place
Plain City,UT,Utah,,41.298,-112.08605,,Populated Place
Pleasant Grove,UT,Utah,Utah,40.371986,-111.733284,,Populated Place
Pleasant View,UT,Utah,,41.31828,-111.99216,,Populated Place
Plymouth,UT,Utah,Box Elder,41.875556,-112.143333,,Populated Place
Portage,UT,Utah,Box Elder,41.975833,-112.238611,,Populated Place
Price,UT,Utah,Carbon,39.602013,-110.808117,,Populated Place
Providence,UT,Utah,Cache,41.69522,-111.824389,,Populated Place
Provo,UT,Utah,Utah,40.231949,-111.675504,,Populated Place
Randlett,UT,Utah,Uintah,40.21865,-109.730102,,Populated Place
Randolph,UT,Utah,Rich,41.656328,-111.185578,,Populated Place
Redmond,UT,Utah,Sevier,39.006111,-111.861111,,Populated Place
Rich County,UT,Utah,,41.63232,-111.24445,,Populated Place
Richfield,UT,Utah,Sevier,38.757075,-112.062253,,Populated Place
Richmond,UT,Utah,Cache,41.928223,-111.806922,,Populated Place
River Heights,UT,Utah,,41.7216,-111.82133,,Populated Place
Riverdale,UT,Utah,,41.17689,-112.00383,,Populated Place
Riverside,UT,Utah,Box Elder,41.788889,-112.148056,,Populated Place
Riverton,UT,Utah,Salt Lake,40.53789,-111.954661,,Populated Place
Rockville,UT,Utah,Washington,37.161111,-113.0375,,Populated Place
Roosevelt,UT,Utah,Duchesne,40.310229,-110.010782,,Populated Place
Roy,UT,Utah,Weber,41.172365,-112.038177,,Populated Place
Rush Valley,UT,Utah,Tooele,40.233625,-112.744033,,Populated Place
Saint George,UT,Utah,Washington,37.106651,-113.595261,,Populated Place
Salem,UT,Utah,Utah,40.042702,-111.65906,,Populated Place
Salina,UT,Utah,Sevier,38.956028,-111.881072,,Populated Place
Salt Lake City,UT,Utah,Salt Lake,40.755851,-111.896657,199723,Populated Place
Salt Lake County,UT,Utah,,40.66758,-111.92403,,Populated Place
San Juan County,UT,Utah,,37.62601,-109.80457,,Populated Place
Sandy,UT,Utah,Salt Lake,40.579379,-111.881625,,Populated Place
Sandy Hills,UT,Utah,,40.58106,-111.85077,,Populated Place
Sanpete County,UT,Utah,,39.37396,-111.57634,,Populated Place
Santa Clara,UT,Utah,Washington,37.133056,-113.653333,,Populated Place
Santaquin,UT,Utah,Utah,39.980356,-111.793819,,Populated Place
Saratoga Springs,UT,Utah,Utah,40.3486,-111.9132,,Populated Place
Scipio,UT,Utah,Millard,39.245,-112.103333,,Populated Place
Sevier,UT,Utah,Sevier,38.590709,-112.392126,,Populated Place
Sevier County,UT,Utah,,38.74764,-111.80464,,Populated Place
Sigurd,UT,Utah,Sevier,38.840556,-111.966944,,Populated Place
Silver Summit,UT,Utah,,40.74144,-111.48775,,Populated Place
Smithfield,UT,Utah,Cache,41.840328,-111.852813,,Populated Place
Snowville,UT,Utah,Box Elder,41.840321,-112.353391,,Populated Place
Snyderville,UT,Utah,,40.69439,-111.54381,,Populated Place
South Jordan,UT,Utah,Salt Lake,40.521944,-111.938333,,Populated Place
South Jordan Heights,UT,Utah,,40.56384,-111.94938,,Populated Place
South Ogden,UT,Utah,,41.19189,-111.97133,,Populated Place
South Salt Lake,UT,Utah,,40.71884,-111.88827,,Populated Place
South Weber,UT,Utah,,41.13244,-111.93022,,Populated Place
South Willard,UT,Utah,,41.36327,-112.03578,,Populated Place
Spanish Fork,UT,Utah,Utah,40.10991,-111.646246,,Populated Place
Spring City,UT,Utah,Sanpete,39.4825,-111.495278,,Populated Place
Spring Glen,UT,Utah,,39.65941,-110.85349,,Populated Place
Springdale,UT,Utah,Washington,37.299722,-113.049722,,Populated Place
Springville,UT,Utah,Utah,40.162528,-111.598664,,Populated Place
Stansbury park,UT,Utah,,40.63772,-112.29606,,Populated Place
Sterling,UT,Utah,Sanpete,39.193611,-111.691667,,Populated Place
Stockton,UT,Utah,Tooele,40.350451,-112.425214,,Populated Place
Summit,UT,Utah,Iron,37.803397,-112.913407,,Populated Place
Summit County,UT,Utah,,40.86815,-110.95567,,Populated Place
Summit Park,UT,Utah,,40.74578,-111.61159,,Populated Place
Sunnyside,UT,Utah,Carbon,39.551389,-110.387222,,Populated Place
Sunset,UT,Utah,,41.13633,-112.03105,,Populated Place
Syracuse,UT,Utah,Davis,41.086423,-112.0451,,Populated Place
Tabiona,UT,Utah,Duchesne,40.382691,-110.702108,,Populated Place
Talmage,UT,Utah,Duchesne,40.174569,-110.396529,,Populated Place
Taylorsville,UT,Utah,,40.66772,-111.93883,,Populated Place
Teasdale,UT,Utah,Wayne,38.285334,-111.43346,,Populated Place
Thompson,UT,Utah,Grand,38.988065,-109.794482,,Populated Place
Tooele,UT,Utah,Tooele,40.545445,-112.300214,,Populated Place
Tooele County,UT,Utah,,40.44875,-113.13106,,Populated Place
Toquerville,UT,Utah,Washington,37.253333,-113.283889,,Populated Place
Torrey,UT,Utah,Wayne,38.334993,-111.547439,,Populated Place
Tremonton,UT,Utah,Box Elder,41.701564,-112.181293,,Populated Place
Trenton,UT,Utah,Cache,41.910453,-111.934033,,Populated Place
Tridell,UT,Utah,Uintah,40.443593,-109.835906,,Populated Place
Tropic,UT,Utah,Garfield,37.625278,-112.081389,,Populated Place
Uintah,UT,Utah,,41.14411,-111.92327,,Populated Place
Uintah County,UT,Utah,,40.12495,-109.51839,,Populated Place
Utah County,UT,Utah,,40.11995,-111.67031,,Populated Place
Vernal,UT,Utah,Uintah,40.440613,-109.546883,,Populated Place
Vernon,UT,Utah,Tooele,40.082609,-112.425961,,Populated Place
Veyo,UT,Utah,Washington,37.35896,-113.666758,,Populated Place
Vineyard,UT,Utah,,40.29704,-111.7467,,Populated Place
Virgin,UT,Utah,Washington,37.188889,-113.0,,Populated Place
Wales,UT,Utah,Sanpete,39.486944,-111.634444,,Populated Place
Wallsburg,UT,Utah,Wasatch,40.365697,-111.464934,,Populated Place
Wasatch County,UT,Utah,,40.33035,-111.16847,,Populated Place
Washington,UT,Utah,Washington,37.136379,-113.505043,,Populated Place
Washington County,UT,Utah,,37.28036,-113.50494,,Populated Place
Washington Terrace,UT,Utah,,41.17272,-111.97661,,Populated Place
Wayne County,UT,Utah,,38.32436,-110.90367,,Populated Place
Weber County,UT,Utah,,41.26988,-111.91327,,Populated Place
Wellington,UT,Utah,Carbon,39.537257,-110.736954,,Populated Place
Wellsville,UT,Utah,Cache,41.634302,-111.931676,,Populated Place
Wendover,UT,Utah,Tooele,40.597396,-113.993573,,Populated Place
West Bountiful,UT,Utah,,40.89383,-111.90188,,Populated Place
West Haven,UT,Utah,,41.203,-112.05105,,Populated Place
West Jordan,UT,Utah,Salt Lake,40.625429,-111.967662,,Populated Place
West Mountain,UT,Utah,,40.06079,-111.78827,,Populated Place
West Point,UT,Utah,,41.11828,-112.08411,,Populated Place
West Valley City,UT,Utah,,40.69161,-112.00105,,Populated Place
White City,UT,Utah,,40.56578,-111.86438,,Populated Place
Whiterocks,UT,Utah,Uintah,40.452771,-109.917244,,Populated Place
Willard,UT,Utah,Box Elder,41.398944,-112.031653,,Populated Place
Wolf Creek,UT,Utah,,41.33327,-111.82716,,Populated Place
Woodland Hills,UT,Utah,,40.01532,-111.64868,,Populated Place
Woodruff,UT,Utah,Rich,41.488783,-111.186848,,Populated Place
Woods Cross,UT,Utah,Davis,40.887447,-111.902712,,Populated Place
Abingdon,VA,Virginia,Washington,36.691644,-82.019989,,Populated Place
Accomac,VA,Virginia,Accomack,37.71588,-75.680272,,Populated Place
Accomack County,VA,Virginia,,37.76494,-75.75656,,Populated Place
Achilles,VA,Virginia,Gloucester,37.28,-76.440556,,Populated Place
Adwolf,VA,Virginia,,36.78928,-81.58206,,Populated Place
Afton,VA,Virginia,Nelson,37.962624,-78.841046,,Populated Place
Albemarle County,VA,Virginia,,38.02289,-78.55654,,Populated Place
Alberta,VA,Virginia,Brunswick,36.880609,-77.905518,,Populated Place
Aldie,VA,Virginia,Loudoun,38.975556,-77.641667,,Populated Place
Alexandria,VA,Virginia,Alexandria City,38.820042,-77.058901,,Populated Place
Alleghany County,VA,Virginia,,37.7876,-80.00699,,Populated Place
Altavista,VA,Virginia,Campbell,37.122162,-79.291145,,Populated Place
Alton,VA,Virginia,Halifax,36.589352,-79.020237,,Populated Place
Amelia County,VA,Virginia,,37.33603,-77.97614,,Populated Place
Amelia Court House,VA,Virginia,Amelia,37.35017,-77.955177,,Populated Place
Amherst,VA,Virginia,Amherst,37.602677,-79.050572,,Populated Place
Amherst County,VA,Virginia,,37.60477,-79.14511,,Populated Place
Amissville,VA,Virginia,Culpeper,38.671389,-77.995833,,Populated Place
Ammon,VA,Virginia,Dinwiddie,37.150833,-77.744444,,Populated Place
Amonate,VA,Virginia,Tazewell,37.190833,-81.638889,,Populated Place
Andover,VA,Virginia,Wise,36.923611,-82.796667,,Populated Place
Annandale,VA,Virginia,Fairfax,38.830699,-77.214245,,Populated Place
Appalachia,VA,Virginia,Wise,36.906001,-82.791394,,Populated Place
Apple Mountain Lake,VA,Virginia,,38.92428,-78.10139,,Populated Place
Appomattox,VA,Virginia,Appomattox,37.352951,-78.822445,,Populated Place
Appomattox County,VA,Virginia,,37.37229,-78.81212,,Populated Place
Aquia Harbour,VA,Virginia,,38.46262,-77.38887,,Populated Place
Ararat,VA,Virginia,Patrick,36.613946,-80.50934,,Populated Place
Arcola,VA,Virginia,Loudoun,38.951667,-77.534444,,Populated Place
Ark,VA,Virginia,Gloucester,37.438333,-76.576111,,Populated Place
Arlington,VA,Virginia,Arlington,38.887103,-77.093197,,Populated Place
Arlington County,VA,Virginia,,38.87862,-77.10096,,Populated Place
Aroda,VA,Virginia,Madison,38.325626,-78.236615,,Populated Place
Arrington,VA,Virginia,Nelson,37.687713,-78.918473,,Populated Place
Arvonia,VA,Virginia,Buckingham,37.671355,-78.38888,,Populated Place
Ashburn,VA,Virginia,Loudoun,39.0322,-77.4985,,Populated Place
Ashland,VA,Virginia,Hanover,37.73948,-77.478373,,Populated Place
Assawoman,VA,Virginia,Accomack,37.86629,-75.52966,,Populated Place
Atkins,VA,Virginia,Smyth,36.866532,-81.404791,,Populated Place
Atlantic,VA,Virginia,Accomack,37.900556,-75.508056,,Populated Place
Augusta County,VA,Virginia,,38.16452,-79.13383,,Populated Place
Augusta Springs,VA,Virginia,Augusta,38.101944,-79.318333,,Populated Place
Austinville,VA,Virginia,Wythe,36.819461,-80.858322,,Populated Place
Axton,VA,Virginia,Henry,36.654839,-79.73964,,Populated Place
Aylett,VA,Virginia,King William,37.822113,-77.188473,,Populated Place
Bacova,VA,Virginia,Bath,38.053889,-79.843889,,Populated Place
Baileys Crossroads,VA,Virginia,,38.85039,-77.1297,,Populated Place
Banco,VA,Virginia,Madison,38.451111,-78.281944,,Populated Place
Bandy,VA,Virginia,Tazewell,37.166112,-81.6508,,Populated Place
Barboursville,VA,Virginia,Orange,38.199648,-78.312716,,Populated Place
Barhamsville,VA,Virginia,New Kent,37.461662,-76.832097,,Populated Place
Barren Springs,VA,Virginia,Wythe,36.907787,-80.809006,,Populated Place
Baskerville,VA,Virginia,Mecklenburg,36.723595,-78.279047,,Populated Place
Bassett,VA,Virginia,Henry,36.753425,-80.005506,,Populated Place
Bastian,VA,Virginia,Bland,37.15742,-81.198855,,Populated Place
Basye,VA,Virginia,Shenandoah,38.795806,-78.767363,,Populated Place
Batesville,VA,Virginia,Albemarle,37.995556,-78.7225,,Populated Place
Bath County,VA,Virginia,,38.05869,-79.74109,,Populated Place
Battery Park,VA,Virginia,Isle Of Wight,36.996389,-76.574444,,Populated Place
Bealeton,VA,Virginia,Fauquier,38.569667,-77.800436,,Populated Place
Beaumont,VA,Virginia,Goochland,37.761111,-78.026111,,Populated Place
Beaverdam,VA,Virginia,Hanover,37.903767,-77.630829,,Populated Place
Bedford,VA,Virginia,Bedford,37.315345,-79.53311,,Populated Place
Bedford County,VA,Virginia,,37.31494,-79.52422,,Populated Place
Bee,VA,Virginia,Dickenson,37.101358,-82.185632,,Populated Place
Belle Haven,VA,Virginia,Accomack,37.56448,-75.869443,,Populated Place
Bellwood,VA,Virginia,,37.42181,-77.43748,,Populated Place
Belmont,VA,Virginia,,39.06483,-77.50999,,Populated Place
Belmont Estates,VA,Virginia,,38.45271,-78.91979,,Populated Place
Belspring,VA,Virginia,Pulaski,37.190833,-80.608333,,Populated Place
Ben Hur,VA,Virginia,Lee,36.732778,-83.082222,,Populated Place
Bena,VA,Virginia,Gloucester,37.270833,-76.455833,,Populated Place
Bensley,VA,Virginia,,37.44681,-77.44332,,Populated Place
Bent Mountain,VA,Virginia,Roanoke,37.206793,-80.145501,,Populated Place
Bentonville,VA,Virginia,Warren,38.827272,-78.279111,,Populated Place
Bergton,VA,Virginia,Rockingham,38.792509,-78.966752,,Populated Place
Berryville,VA,Virginia,Clarke,39.153178,-77.968759,,Populated Place
Big Island,VA,Virginia,Bedford,37.530556,-79.382706,,Populated Place
Big Rock,VA,Virginia,Buchanan,37.318638,-82.224596,,Populated Place
Big Stone Gap,VA,Virginia,Wise,36.858073,-82.762727,,Populated Place
Birchleaf,VA,Virginia,Dickenson,37.169481,-82.248346,,Populated Place
Birdsnest,VA,Virginia,Northampton,37.432077,-75.904347,,Populated Place
Bishop,VA,Virginia,Tazewell,37.208611,-81.558333,,Populated Place
Blacksburg,VA,Virginia,Montgomery,37.228804,-80.427313,,Populated Place
Blackstone,VA,Virginia,Nottoway,37.091578,-77.985063,,Populated Place
Blackwater,VA,Virginia,Lee,36.639011,-82.98658,,Populated Place
Blairs,VA,Virginia,Pittsylvania,36.667408,-79.378869,,Populated Place
Bland,VA,Virginia,Bland,37.137644,-81.020064,,Populated Place
Bland County,VA,Virginia,,37.13397,-81.13028,,Populated Place
Bloxom,VA,Virginia,Accomack,37.827264,-75.615568,,Populated Place
Blue Grass,VA,Virginia,Highland,38.515231,-79.561272,,Populated Place
Blue Ridge,VA,Virginia,Botetourt,37.388542,-79.817178,,Populated Place
Bluefield,VA,Virginia,Tazewell,37.249512,-81.325114,,Populated Place
Bluemont,VA,Virginia,Clarke,39.111111,-77.834167,,Populated Place
Bohannon,VA,Virginia,Mathews,37.390457,-76.36136,,Populated Place
Boissevain,VA,Virginia,Tazewell,37.281667,-81.380556,,Populated Place
Bon Air,VA,Virginia,,37.52487,-77.55777,,Populated Place
Boones Mill,VA,Virginia,Franklin,37.13313,-79.955554,,Populated Place
Boston,VA,Virginia,Culpeper,38.538241,-78.142285,,Populated Place
Boswell's Corner,VA,Virginia,,38.50541,-77.37263,,Populated Place
Botetourt County,VA,Virginia,,37.55712,-79.81233,,Populated Place
Bowling Green,VA,Virginia,Caroline,38.013651,-77.180242,,Populated Place
Boyce,VA,Virginia,Clarke,39.069797,-78.020302,,Populated Place
Boydton,VA,Virginia,Mecklenburg,36.654422,-78.375174,,Populated Place
Boykins,VA,Virginia,Southampton,36.595061,-77.197519,,Populated Place
Bracey,VA,Virginia,Mecklenburg,36.576295,-78.105862,,Populated Place
Brambleton,VA,Virginia,,38.98205,-77.5386,,Populated Place
Branchville,VA,Virginia,Southampton,36.578701,-77.270441,,Populated Place
Brandermill,VA,Virginia,,37.43209,-77.64971,,Populated Place
Brandy Station,VA,Virginia,Culpeper,38.511003,-77.903745,,Populated Place
Breaks,VA,Virginia,Dickenson,37.295833,-82.281111,,Populated Place
Bremo Bluff,VA,Virginia,Fluvanna,37.745256,-78.267158,,Populated Place
