name,state_code,state_name,county,lat,lon,population,feature_type
Adak,AK,Alaska,Aleutians West,55.999722,-161.207778,,Populated Place
Akiachak,AK,Alaska,Bethel,60.891854,-161.39233,,Populated Place
Akiak,AK,Alaska,Bethel,60.890632,-161.199325,,Populated Place
Akutan,AK,Alaska,Aleutians East,54.143012,-165.785368,,Populated Place
Alakanuk,AK,Alaska,Kusilvak,62.746967,-164.60228,,Populated Place
Aleknagik,AK,Alaska,Dillingham,59.269688,-158.619882,,Populated Place
Aleutians East Borough,AK,Alaska,,54.85,-163.41667,,Populated Place
Aleutians West Census Area,AK,Alaska,,52.16298,-174.28505,,Populated Place
Allakaket,AK,Alaska,Yukon Koyukuk,66.543197,-152.712155,,Populated Place
Ambler,AK,Alaska,Northwest Arctic,67.46951,-156.455652,,Populated Place
Anaktuvuk Pass,AK,Alaska,North Slope,68.11878,-151.679005,,Populated Place
Anchor Point,AK,Alaska,Kenai Peninsula,59.788818,-151.732933,,Populated Place
Anchorage,AK,Alaska,Anchorage,61.211571,-149.876077,291538,Populated Place
Anchorage Municipality,AK,Alaska,,61.16667,-149.25056,,Populated Place
Anderson,AK,Alaska,Denali,64.300693,-149.1718,,Populated Place
Angoon,AK,Alaska,Skagway Hoonah Angoon,57.569832,-134.371052,,Populated Place
Aniak,AK,Alaska,Bethel,61.691648,-157.758502,,Populated Place
Anvik,AK,Alaska,Yukon Koyukuk,62.830913,-160.130441,,Populated Place
Arctic Village,AK,Alaska,Yukon Koyukuk,68.077395,-145.423115,,Populated Place
Atka,AK,Alaska,Aleutians West,52.199167,-174.213333,,Populated Place
Atqasuk,AK,Alaska,North Slope,71.290556,-156.788611,,Populated Place
Auke Bay,AK,Alaska,Juneau,58.3833,-134.6597,,Populated Place
Badger,AK,Alaska,,64.8,-147.53333,,Populated Place
Barrow,AK,Alaska,North Slope,71.234637,-156.817409,,Populated Place
Bear Creek,AK,Alaska,,60.16417,-149.395,,Populated Place
Beaver,AK,Alaska,Yukon Koyukuk,66.33883,-147.279803,,Populated Place
Bethel,AK,Alaska,Bethel,60.832389,-161.824053,,Populated Place
Bethel Census Area,AK,Alaska,,60.75056,-160.50056,,Populated Place
Bettles Field,AK,Alaska,Yukon Koyukuk,67.100495,-151.062414,,Populated Place
Big Lake,AK,Alaska,Matanuska Susitna,61.5842,-149.4401,,Populated Place
Brevig Mission,AK,Alaska,Nome,65.334187,-166.478578,,Populated Place
Bristol Bay Borough,AK,Alaska,,58.75056,-156.83333,,Populated Place
Buckland,AK,Alaska,Northwest Arctic,65.981052,-161.131676,,Populated Place
Butte,AK,Alaska,,61.54222,-149.03333,,Populated Place
Cantwell,AK,Alaska,Denali,63.395458,-148.89735,,Populated Place
Central,AK,Alaska,Yukon Koyukuk,65.468058,-144.74886,,Populated Place
Chalkyitsik,AK,Alaska,Yukon Koyukuk,66.719,-143.638121,,Populated Place
Chefornak,AK,Alaska,Bethel,60.153746,-164.210294,,Populated Place
Chevak,AK,Alaska,Kusilvak,61.583982,-164.776457,,Populated Place
Chicken,AK,Alaska,Southeast Fairbanks,64.075,-141.933333,,Populated Place
Chignik,AK,Alaska,Lake And Peninsula,56.301639,-158.415696,,Populated Place
Chignik Lagoon,AK,Alaska,Lake And Peninsula,56.251277,-158.673528,,Populated Place
Chignik Lake,AK,Alaska,Lake And Peninsula,56.255556,-158.7625,,Populated Place
Chitina,AK,Alaska,Valdez Cordova,61.516667,-144.436667,,Populated Place
Chugiak,AK,Alaska,Anchorage,61.409802,-149.453736,,Populated Place
Circle,AK,Alaska,Yukon Koyukuk,65.824542,-144.08262,,Populated Place
City and Borough of Wrangell,AK,Alaska,,56.41331,-132.32009,,Populated Place
Clam Gulch,AK,Alaska,Kenai Peninsula,60.201603,-151.422628,,Populated Place
Clarks Point,AK,Alaska,Dillingham,58.84921,-158.451241,,Populated Place
Clear,AK,Alaska,Denali,64.418121,-149.139885,,Populated Place
Coffman Cove,AK,Alaska,Prince Wales Ketchikan,55.342222,-131.646111,,Populated Place
Cohoe,AK,Alaska,,60.36861,-151.30639,,Populated Place
Cold Bay,AK,Alaska,Aleutians East,55.610952,-161.942941,,Populated Place
College,AK,Alaska,,64.85694,-147.80278,,Populated Place
Cooper Landing,AK,Alaska,Kenai Peninsula,60.476692,-149.823514,,Populated Place
Copper Center,AK,Alaska,Valdez Cordova,61.91581,-144.97793,,Populated Place
Cordova,AK,Alaska,Valdez Cordova,60.102558,-147.943316,,Populated Place
Craig,AK,Alaska,Prince Wales Ketchikan,55.47317,-133.117081,,Populated Place
Crooked Creek,AK,Alaska,Bethel,61.818072,-158.002483,,Populated Place
Deering,AK,Alaska,Northwest Arctic,66.062265,-162.711951,,Populated Place
Delta Junction,AK,Alaska,Southeast Fairbanks,64.005426,-145.613611,,Populated Place
Deltana,AK,Alaska,,63.87217,-145.21773,,Populated Place
Denali Borough,AK,Alaska,,63.78889,-150.19167,,Populated Place
Denali National Park,AK,Alaska,Denali,63.516075,-149.539532,,Populated Place
Diamond Ridge,AK,Alaska,,59.67611,-151.5575,,Populated Place
Dillingham,AK,Alaska,Dillingham,59.059279,-158.973533,,Populated Place
Dillingham Census Area,AK,Alaska,,59.76193,-158.31848,,Populated Place
Douglas,AK,Alaska,Juneau,58.275597,-134.395041,,Populated Place
Dutch Harbor,AK,Alaska,Aleutians West,53.362757,-167.510656,,Populated Place
Eagle,AK,Alaska,Southeast Fairbanks,64.783333,-141.2,,Populated Place
Eagle River,AK,Alaska,Anchorage,61.311357,-149.508515,,Populated Place
Eek,AK,Alaska,Bethel,60.215058,-162.032341,,Populated Place
Egegik,AK,Alaska,Lake And Peninsula,58.206174,-157.342202,,Populated Place
Eielson Afb,AK,Alaska,Fairbanks North Star,64.67352,-147.08051,,Populated Place
Eielson Air Force Base,AK,Alaska,,64.66327,-147.05442,,Populated Place
Ekwok,AK,Alaska,Dillingham,59.362792,-157.478211,,Populated Place
Elfin Cove,AK,Alaska,Skagway Hoonah Angoon,58.195,-136.358333,,Populated Place
Elim,AK,Alaska,Nome,64.621662,-162.260371,,Populated Place
Elmendorf Afb,AK,Alaska,Anchorage,61.251531,-149.812667,,Populated Place
Elmendorf Air Force Base,AK,Alaska,,61.25703,-149.63139,,Populated Place
Emmonak,AK,Alaska,Kusilvak,62.827404,-164.131298,,Populated Place
Ester,AK,Alaska,Fairbanks North Star,64.846667,-148.016667,,Populated Place
Fairbanks,AK,Alaska,Fairbanks North Star,64.840238,-147.710431,,Populated Place
Fairbanks North Star Borough,AK,Alaska,,64.83333,-146.41667,,Populated Place
False Pass,AK,Alaska,Aleutians East,54.841028,-163.436845,,Populated Place
Farm Loop,AK,Alaska,,61.63891,-149.14215,,Populated Place
Farmers Loop,AK,Alaska,,64.90822,-147.69866,,Populated Place
Fishhook,AK,Alaska,,61.74402,-149.23613,,Populated Place
Fort Greely,AK,Alaska,Southeast Fairbanks,64.036667,-145.733333,,Populated Place
Fort Richardson,AK,Alaska,Anchorage,61.275256,-149.675454,,Populated Place
Fort Wainwright,AK,Alaska,Fairbanks North Star,64.828303,-147.655673,,Populated Place
Fort Yukon,AK,Alaska,Yukon Koyukuk,66.520744,-145.306439,,Populated Place
Fritz Creek,AK,Alaska,,59.73611,-151.29528,,Populated Place
Gakona,AK,Alaska,Valdez Cordova,62.654744,-143.568393,,Populated Place
Galena,AK,Alaska,Yukon Koyukuk,64.760784,-156.797701,,Populated Place
Gambell,AK,Alaska,Nome,63.776555,-171.701685,,Populated Place
Gateway,AK,Alaska,,61.57278,-149.24083,,Populated Place
Girdwood,AK,Alaska,Anchorage,60.9425,-149.166389,,Populated Place
Glennallen,AK,Alaska,Valdez Cordova,62.103895,-145.661684,,Populated Place
Goodnews Bay,AK,Alaska,Bethel,59.085008,-161.587146,,Populated Place
Grayling,AK,Alaska,Yukon Koyukuk,63.372013,-159.404907,,Populated Place
Gustavus,AK,Alaska,Skagway Hoonah Angoon,58.42835,-135.761542,,Populated Place
Haines,AK,Alaska,Haines,59.251886,-135.542032,,Populated Place
Haines Borough,AK,Alaska,,59.25056,-135.50056,,Populated Place
Healy,AK,Alaska,Denali,63.917123,-149.011128,,Populated Place
Holy Cross,AK,Alaska,Yukon Koyukuk,62.192584,-159.825092,,Populated Place
Homer,AK,Alaska,Kenai Peninsula,59.665495,-151.462644,,Populated Place
Hoonah,AK,Alaska,Skagway Hoonah Angoon,58.032237,-135.558435,,Populated Place
Hoonah-Angoon Census Area,AK,Alaska,,57.94807,-134.94153,,Populated Place
Hooper Bay,AK,Alaska,Kusilvak,61.537157,-165.891045,,Populated Place
Hope,AK,Alaska,Kenai Peninsula,60.92,-149.641667,,Populated Place
Houston,AK,Alaska,Matanuska Susitna,61.633611,-149.841111,,Populated Place
Hughes,AK,Alaska,Yukon Koyukuk,66.038246,-154.26443,,Populated Place
Huslia,AK,Alaska,Yukon Koyukuk,65.689918,-156.291976,,Populated Place
Hydaburg,AK,Alaska,Prince Wales Ketchikan,55.137406,-132.633175,,Populated Place
Hyder,AK,Alaska,Prince Wales Ketchikan,55.925867,-130.124915,,Populated Place
Iliamna,AK,Alaska,Lake And Peninsula,59.564836,-155.462556,,Populated Place
Indian,AK,Alaska,Anchorage,60.9804,-149.4917,,Populated Place
Juneau,AK,Alaska,Juneau,58.362767,-134.529429,,Populated Place
Kake,AK,Alaska,Wrangell Petersburg,56.975833,-133.947222,,Populated Place
Kaktovik,AK,Alaska,North Slope,70.042889,-143.631329,,Populated Place
Kalifornsky,AK,Alaska,,60.41833,-151.29,,Populated Place
Kalskag,AK,Alaska,Bethel,61.541006,-160.3261,,Populated Place
Kaltag,AK,Alaska,Yukon Koyukuk,64.330452,-158.724251,,Populated Place
Karluk,AK,Alaska,Kodiak Island,57.57,-154.458333,,Populated Place
Kasigluk,AK,Alaska,Bethel,60.895556,-162.520556,,Populated Place
Kasilof,AK,Alaska,Kenai Peninsula,60.316365,-151.28958,,Populated Place
Kenai,AK,Alaska,Kenai Peninsula,60.614467,-151.254556,,Populated Place
Kenai Peninsula Borough,AK,Alaska,,60.41667,-151.25056,,Populated Place
Ketchikan,AK,Alaska,Ketchikan Gateway,55.372028,-131.683175,,Populated Place
Ketchikan Gateway Borough,AK,Alaska,,55.50056,-131.41667,,Populated Place
Kiana,AK,Alaska,Northwest Arctic,67.18026,-158.152204,,Populated Place
King Cove,AK,Alaska,Aleutians East,55.062848,-162.305561,,Populated Place
King Salmon,AK,Alaska,Bristol Bay,58.724264,-156.641603,,Populated Place
Kipnuk,AK,Alaska,Bethel,59.923204,-164.101013,,Populated Place
Kivalina,AK,Alaska,Northwest Arctic,67.665859,-163.733617,,Populated Place
Klawock,AK,Alaska,Prince Wales Ketchikan,55.552611,-133.055503,,Populated Place
Knik-Fairview,AK,Alaska,,61.51262,-149.60012,,Populated Place
Kobuk,AK,Alaska,Northwest Arctic,66.912253,-157.066864,,Populated Place
Kodiak,AK,Alaska,Kodiak Island,57.781967,-152.500169,,Populated Place
Kodiak Island Borough,AK,Alaska,,57.33333,-153.33333,,Populated Place
Kodiak Station,AK,Alaska,,57.76587,-152.60004,,Populated Place
Kongiganak,AK,Alaska,Bethel,60.9888,-149.4116,,Populated Place
Kotlik,AK,Alaska,Kusilvak,63.029471,-163.554153,,Populated Place
Kotzebue,AK,Alaska,Northwest Arctic,66.846459,-162.126493,,Populated Place
Koyuk,AK,Alaska,Nome,64.931668,-161.149957,,Populated Place
Koyukuk,AK,Alaska,Yukon Koyukuk,64.883333,-157.7,,Populated Place
Kwethluk,AK,Alaska,Bethel,60.771814,-161.38849,,Populated Place
Kwigillingok,AK,Alaska,Bethel,59.881022,-162.984938,,Populated Place
Lake Minchumina,AK,Alaska,Yukon Koyukuk,63.903884,-152.430081,,Populated Place
Lake and Peninsula Borough,AK,Alaska,,57.00056,-158.00056,,Populated Place
Lakes,AK,Alaska,,61.60713,-149.30861,,Populated Place
Larsen Bay,AK,Alaska,Kodiak Island,57.538333,-153.98,,Populated Place
Lazy Mountain,AK,Alaska,,61.62611,-148.94556,,Populated Place
Levelock,AK,Alaska,Lake And Peninsula,59.371395,-154.976815,,Populated Place
Lower Kalskag,AK,Alaska,Bethel,61.51377,-160.359966,,Populated Place
Manley Hot Springs,AK,Alaska,Yukon Koyukuk,65.02058,-150.573267,,Populated Place
Manokotak,AK,Alaska,Dillingham,59.009559,-158.989699,,Populated Place
Marshall,AK,Alaska,Kusilvak,61.837087,-161.7394,,Populated Place
Matanuska-Susitna Borough,AK,Alaska,,62.50056,-150.00556,,Populated Place
Mc Grath,AK,Alaska,Yukon Koyukuk,62.967153,-155.585153,,Populated Place
Meadow Lakes,AK,Alaska,,61.62472,-149.60111,,Populated Place
Mekoryuk,AK,Alaska,Bethel,60.365679,-166.283583,,Populated Place
Metlakatla,AK,Alaska,Prince Wales Ketchikan,55.121491,-131.579001,,Populated Place
Meyers Chuck,AK,Alaska,Prince Wales Ketchikan,55.741667,-132.253333,,Populated Place
Minto,AK,Alaska,Yukon Koyukuk,65.058399,-149.691186,,Populated Place
Moose Pass,AK,Alaska,Kenai Peninsula,60.85852,-149.255911,,Populated Place
Mountain Village,AK,Alaska,Kusilvak,62.158913,-163.883822,,Populated Place
Naknek,AK,Alaska,Bristol Bay,58.885699,-156.705405,,Populated Place
Napakiak,AK,Alaska,Bethel,60.663758,-161.738144,,Populated Place
Nenana,AK,Alaska,Yukon Koyukuk,64.557656,-149.086744,,Populated Place
New Stuyahok,AK,Alaska,Dillingham,59.593533,-157.297205,,Populated Place
Nightmute,AK,Alaska,Bethel,60.479444,-164.723889,,Populated Place
Nikiski,AK,Alaska,Kenai Peninsula,60.690278,-151.288889,,Populated Place
Nikolai,AK,Alaska,Yukon Koyukuk,63.001603,-154.381247,,Populated Place
Nikolski,AK,Alaska,Aleutians West,52.988337,-168.788427,,Populated Place
Ninilchik,AK,Alaska,Kenai Peninsula,60.010833,-151.639604,,Populated Place
Noatak,AK,Alaska,Northwest Arctic,66.97553,-160.509453,,Populated Place
Nome,AK,Alaska,Nome,64.505775,-165.310667,,Populated Place
Nome Census Area,AK,Alaska,,64.83333,-163.75056,,Populated Place
Nondalton,AK,Alaska,Lake And Peninsula,60.030837,-154.731675,,Populated Place
Noorvik,AK,Alaska,Northwest Arctic,66.836353,-161.044132,,Populated Place
North Pole,AK,Alaska,Fairbanks North Star,64.78049,-147.369353,,Populated Place
North Slope Borough,AK,Alaska,,69.25056,-152.00056,,Populated Place
Northway,AK,Alaska,Southeast Fairbanks,62.964167,-141.908611,,Populated Place
Northwest Arctic Borough,AK,Alaska,,66.83333,-161.00056,,Populated Place
Nuiqsut,AK,Alaska,North Slope,70.192737,-150.997119,,Populated Place
Nulato,AK,Alaska,Yukon Koyukuk,64.778024,-157.991353,,Populated Place
Nunam Iqua,AK,Alaska,Kusilvak,62.509167,-164.453333,,Populated Place
Nunapitchuk,AK,Alaska,Bethel,60.896944,-162.459444,,Populated Place
Old Harbor,AK,Alaska,Kodiak Island,57.202778,-153.303889,,Populated Place
Ouzinkie,AK,Alaska,Kodiak Island,57.925,-152.491667,,Populated Place
Palmer,AK,Alaska,Matanuska Susitna,61.613814,-149.065323,,Populated Place
Pedro Bay,AK,Alaska,Lake And Peninsula,59.92238,-153.821856,,Populated Place
Pelican,AK,Alaska,Skagway Hoonah Angoon,57.960833,-136.2275,,Populated Place
Perryville,AK,Alaska,Lake And Peninsula,55.945289,-159.259333,,Populated Place
Petersburg,AK,Alaska,Wrangell Petersburg,56.827134,-133.160683,,Populated Place
Petersburg Borough,AK,Alaska,,56.76529,-133.19313,,Populated Place
Pilot Point,AK,Alaska,Lake And Peninsula,57.595193,-157.449272,,Populated Place
Pilot Station,AK,Alaska,Kusilvak,61.946159,-162.874716,,Populated Place
Platinum,AK,Alaska,Bethel,58.63364,-162.043201,,Populated Place
Point Baker,AK,Alaska,Prince Wales Ketchikan,56.307858,-133.376372,,Populated Place
Point Hope,AK,Alaska,North Slope,68.312058,-166.72618,,Populated Place
Point Lay,AK,Alaska,North Slope,69.705626,-162.906148,,Populated Place
Port Alexander,AK,Alaska,Wrangell Petersburg,57.05,-135.333333,,Populated Place
Port Alsworth,AK,Alaska,Lake And Peninsula,60.636416,-154.433803,,Populated Place
Port Heiden,AK,Alaska,Lake And Peninsula,56.964333,-158.566367,,Populated Place
Port Lions,AK,Alaska,Kodiak Island,57.866667,-152.883333,,Populated Place
Prudhoe Bay,AK,Alaska,North Slope,70.070057,-148.559636,,Populated Place
Quinhagak,AK,Alaska,Bethel,59.738057,-161.874938,,Populated Place
Rampart,AK,Alaska,Yukon Koyukuk,65.383627,-150.011201,,Populated Place
Red Devil,AK,Alaska,Bethel,61.735389,-157.195969,,Populated Place
Ridgeway,AK,Alaska,,60.53194,-151.08528,,Populated Place
Ruby,AK,Alaska,Yukon Koyukuk,64.720062,-155.503872,,Populated Place
Russian Mission,AK,Alaska,Kusilvak,61.591302,-161.558413,,Populated Place
Saint George Island,AK,Alaska,Aleutians West,56.60324,-169.547257,,Populated Place
Saint Marys,AK,Alaska,Kusilvak,62.054106,-163.205263,,Populated Place
Saint Michael,AK,Alaska,Nome,63.47759,-162.109141,,Populated Place
Saint Paul Island,AK,Alaska,Aleutians West,57.178697,-170.293408,,Populated Place
Salcha,AK,Alaska,Fairbanks North Star,64.50905,-146.952974,,Populated Place
Sand Point,AK,Alaska,Aleutians East,55.319236,-160.491435,,Populated Place
Savoonga,AK,Alaska,Nome,63.679737,-170.470908,,Populated Place
Scammon Bay,AK,Alaska,Kusilvak,61.845019,-165.581945,,Populated Place
Selawik,AK,Alaska,Northwest Arctic,65.713537,-158.534287,,Populated Place
Seldovia,AK,Alaska,Kenai Peninsula,59.436667,-151.708333,,Populated Place
Seward,AK,Alaska,Kenai Peninsula,60.132874,-149.39849,,Populated Place
Shageluk,AK,Alaska,Yukon Koyukuk,62.661092,-159.52816,,Populated Place
Shaktoolik,AK,Alaska,Nome,64.375498,-161.174589,,Populated Place
Shishmaref,AK,Alaska,Nome,66.230562,-166.137276,,Populated Place
Shungnak,AK,Alaska,Northwest Arctic,66.958141,-157.613496,,Populated Place
Sitka,AK,Alaska,Sitka,57.051436,-135.316569,,Populated Place
Sitka City and Borough,AK,Alaska,,57.08255,-135.26917,,Populated Place
Skagway,AK,Alaska,Skagway Hoonah Angoon,59.468471,-135.301794,,Populated Place
Skagway Municipality,AK,Alaska,,59.46852,-135.30596,,Populated Place
Skwentna,AK,Alaska,Matanuska Susitna,61.958333,-151.181667,,Populated Place
Sleetmute,AK,Alaska,Bethel,61.634555,-157.118284,,Populated Place
Soldotna,AK,Alaska,Kenai Peninsula,60.481778,-151.13582,,Populated Place
South Naknek,AK,Alaska,Bristol Bay,58.736221,-156.850289,,Populated Place
Southeast Fairbanks Census Area,AK,Alaska,,63.75056,-143.25056,,Populated Place
Stebbins,AK,Alaska,Nome,63.478468,-162.227355,,Populated Place
Sterling,AK,Alaska,Kenai Peninsula,60.520373,-150.849792,,Populated Place
Stevens Village,AK,Alaska,Yukon Koyukuk,65.995894,-149.118286,,Populated Place
Sutton,AK,Alaska,Matanuska Susitna,61.796667,-148.462778,,Populated Place
Sutton-Alpine,AK,Alaska,,61.77789,-148.7645,,Populated Place
Takotna,AK,Alaska,Yukon Koyukuk,62.948889,-155.566389,,Populated Place
Talkeetna,AK,Alaska,Matanuska Susitna,62.260516,-150.110097,,Populated Place
Tanacross,AK,Alaska,Southeast Fairbanks,63.385278,-143.346389,,Populated Place
Tanaina,AK,Alaska,,61.62694,-149.42806,,Populated Place
Tanana,AK,Alaska,Yukon Koyukuk,65.156483,-152.103747,,Populated Place
Tatitlek,AK,Alaska,Valdez Cordova,60.864722,-146.678611,,Populated Place
Teller,AK,Alaska,Nome,65.240164,-166.3833,,Populated Place
Tenakee Springs,AK,Alaska,Skagway Hoonah Angoon,57.78,-135.216667,,Populated Place
Thorne Bay,AK,Alaska,Prince Wales Ketchikan,55.66086,-132.513815,,Populated Place
Togiak,AK,Alaska,Dillingham,59.066667,-160.4,,Populated Place
Tok,AK,Alaska,Southeast Fairbanks,63.333333,-142.983333,,Populated Place
Toksook Bay,AK,Alaska,Bethel,60.537,-165.097,,Populated Place
Trapper Creek,AK,Alaska,Matanuska Susitna,61.441361,-150.284455,,Populated Place
Tuluksak,AK,Alaska,Bethel,61.108848,-160.938924,,Populated Place
Tuntutuliak,AK,Alaska,Bethel,60.8438,-161.6372,,Populated Place
Tununak,AK,Alaska,Bethel,60.539322,-165.097464,,Populated Place
Two Rivers,AK,Alaska,Fairbanks North Star,64.871944,-147.038056,,Populated Place
Tyonek,AK,Alaska,Kenai Peninsula,61.117929,-151.348495,,Populated Place
Unalakleet,AK,Alaska,Nome,63.883478,-160.788365,,Populated Place
Unalaska,AK,Alaska,Aleutians West,53.887114,-166.519855,,Populated Place
Valdez,AK,Alaska,Valdez Cordova,60.895044,-146.195628,,Populated Place
Valdez-Cordova Census Area,AK,Alaska,,61.50056,-144.50056,,Populated Place
Venetie,AK,Alaska,Yukon Koyukuk,67.010446,-146.413723,,Populated Place
Wainwright,AK,Alaska,North Slope,70.620064,-160.012532,,Populated Place
Wales,AK,Alaska,Nome,65.688212,-168.520521,,Populated Place
Ward Cove,AK,Alaska,Ketchikan Gateway,55.408333,-131.725,,Populated Place
Wasilla,AK,Alaska,Matanuska Susitna,61.5814,-149.4394,,Populated Place
White Mountain,AK,Alaska,Nome,64.702791,-163.42185,,Populated Place
Whittier,AK,Alaska,Valdez Cordova,60.775,-148.683333,,Populated Place
Willow,AK,Alaska,Matanuska Susitna,61.771511,-150.188891,,Populated Place
Wrangell,AK,Alaska,Wrangell Petersburg,56.433524,-132.352918,,Populated Place
Y,AK,Alaska,,62.16129,-149.85075,,Populated Place
Yakutat,AK,Alaska,Yakutat,59.620211,-139.778858,,Populated Place
Yakutat City and Borough,AK,Alaska,,59.66667,-139.13333,,Populated Place
Yukon-Koyukuk Census Area,AK,Alaska,,65.7,-152.71667,,Populated Place
Abbeville,AL,Alabama,Henry,31.575479,-85.279044,,Populated Place
Abernant,AL,Alabama,Tuscaloosa,33.290278,-87.198056,,Populated Place
Adamsville,AL,Alabama,Jefferson,33.588437,-86.959727,,Populated Place
Addison,AL,Alabama,Winston,34.205571,-87.194766,,Populated Place
Adger,AL,Alabama,Jefferson,33.434277,-87.167455,,Populated Place
Akron,AL,Alabama,Hale,32.872354,-87.708558,,Populated Place
Alabaster,AL,Alabama,Shelby,33.236868,-86.812861,,Populated Place
Alberta,AL,Alabama,Wilcox,32.144889,-87.342503,,Populated Place
Albertville,AL,Alabama,Marshall,34.273859,-86.206447,,Populated Place
Alexander City,AL,Alabama,Tallapoosa,32.941445,-85.951086,,Populated Place
Alexandria,AL,Alabama,Calhoun,33.780785,-85.892447,,Populated Place
Aliceville,AL,Alabama,Pickens,33.122813,-88.166689,,Populated Place
Allgood,AL,Alabama,Blount,33.911944,-86.509444,,Populated Place
Alma,AL,Alabama,Clarke,31.463889,-87.753889,,Populated Place
Alpine,AL,Alabama,Talladega,33.331165,-86.208934,,Populated Place
Alton,AL,Alabama,Jefferson,33.579167,-86.6375,,Populated Place
Altoona,AL,Alabama,Etowah,34.042916,-86.350879,,Populated Place
Andalusia,AL,Alabama,Covington,31.297142,-86.490468,,Populated Place
Anderson,AL,Alabama,Lauderdale,34.951777,-87.272327,,Populated Place
Annemanie,AL,Alabama,Wilcox,32.052778,-87.570833,,Populated Place
Anniston,AL,Alabama,Calhoun,33.653896,-85.838152,,Populated Place
Arab,AL,Alabama,Marshall,34.328339,-86.489638,,Populated Place
Ardmore,AL,Alabama,Limestone,34.980447,-86.834612,,Populated Place
Argo,AL,Alabama,,33.68778,-86.50051,,Populated Place
Ariton,AL,Alabama,Dale,31.582996,-85.707716,,Populated Place
Arley,AL,Alabama,Winston,34.063234,-87.182761,,Populated Place
Arlington,AL,Alabama,Wilcox,32.066784,-87.559691,,Populated Place
Ashford,AL,Alabama,Houston,31.1888,-85.253488,,Populated Place
Ashland,AL,Alabama,Clay,33.247363,-85.828976,,Populated Place
Ashville,AL,Alabama,Saint Clair,33.837366,-86.255167,,Populated Place
Athens,AL,Alabama,Limestone,34.803604,-86.970733,,Populated Place
Atmore,AL,Alabama,Escambia,31.057245,-87.487347,,Populated Place
Attalla,AL,Alabama,Etowah,34.029597,-86.096717,,Populated Place
Auburn,AL,Alabama,Lee,32.602043,-85.489001,,Populated Place
Auburn University,AL,Alabama,Lee,32.601,-85.4882,,Populated Place
Autauga County,AL,Alabama,,32.53492,-86.64276,,Populated Place
Autaugaville,AL,Alabama,Autauga,32.462462,-86.714938,,Populated Place
Axis,AL,Alabama,Mobile,31.006817,-88.04274,,Populated Place
Baileyton,AL,Alabama,Cullman,34.268298,-86.621299,,Populated Place
Baldwin County,AL,Alabama,,30.66097,-87.74984,,Populated Place
Ballplay,AL,Alabama,,34.05871,-85.80802,,Populated Place
Banks,AL,Alabama,Pike,31.836792,-85.799844,,Populated Place
Bankston,AL,Alabama,Fayette,33.70083,-87.68965,,Populated Place
Barbour County,AL,Alabama,,31.8696,-85.3932,,Populated Place
Bay Minette,AL,Alabama,Baldwin,30.86354,-87.76444,,Populated Place
Bayou La Batre,AL,Alabama,Mobile,30.407983,-88.250697,,Populated Place
Bear Creek,AL,Alabama,Marion,34.213469,-87.686083,,Populated Place
Beatrice,AL,Alabama,Monroe,31.727324,-87.171912,,Populated Place
Beaverton,AL,Alabama,Lamar,33.942877,-88.01567,,Populated Place
Belk,AL,Alabama,Fayette,33.6475,-87.931389,,Populated Place
Bellamy,AL,Alabama,Sumter,32.448889,-88.133611,,Populated Place
Belle Mina,AL,Alabama,Limestone,34.656667,-86.879167,,Populated Place
Bellwood,AL,Alabama,Geneva,31.173056,-85.793333,,Populated Place
Berry,AL,Alabama,Fayette,33.694485,-87.622563,,Populated Place
Bessemer,AL,Alabama,Jefferson,33.409002,-86.947547,,Populated Place
Bibb County,AL,Alabama,,32.99864,-87.12644,,Populated Place
Billingsley,AL,Alabama,Autauga,32.610578,-86.716301,,Populated Place
Birmingham,AL,Alabama,Jefferson,33.519,-86.8014,210710,Populated Place
Black,AL,Alabama,Geneva,31.01318,-85.745634,,Populated Place
Blount County,AL,Alabama,,33.98087,-86.56737,,Populated Place
Blountsville,AL,Alabama,Blount,34.092937,-86.568628,,Populated Place
Blue Ridge,AL,Alabama,,32.49264,-86.19052,,Populated Place
Boaz,AL,Alabama,Etowah,34.173889,-86.121111,,Populated Place
Boligee,AL,Alabama,Greene,32.774646,-88.026652,,Populated Place
Bon Air,AL,Alabama,Talladega,33.263611,-86.335556,,Populated Place
Bon Secour,AL,Alabama,Baldwin,30.328883,-87.721355,,Populated Place
Booth,AL,Alabama,Autauga,32.500278,-86.571944,,Populated Place
Boykin,AL,Alabama,Wilcox,32.077778,-87.281389,,Populated Place
Brantley,AL,Alabama,Crenshaw,31.570963,-86.274343,,Populated Place
Bremen,AL,Alabama,Cullman,33.973664,-87.004281,,Populated Place
Brent,AL,Alabama,Bibb,32.93567,-87.211387,,Populated Place
Brewton,AL,Alabama,Escambia,31.118926,-87.067325,,Populated Place
Bridgeport,AL,Alabama,Jackson,34.944638,-85.727681,,Populated Place
Brierfield,AL,Alabama,Bibb,33.042747,-86.951672,,Populated Place
Brighton,AL,Alabama,,33.43428,-86.94721,,Populated Place
Brilliant,AL,Alabama,Marion,34.037702,-87.756315,,Populated Place
Brook Highland,AL,Alabama,,33.43566,-86.67388,,Populated Place
Brooklyn,AL,Alabama,Conecuh,31.2625,-86.771111,,Populated Place
Brookside,AL,Alabama,Jefferson,33.637778,-86.916667,,Populated Place
Brookwood,AL,Alabama,Tuscaloosa,33.277523,-87.309025,,Populated Place
